touchpoint_id,anonymous_id,patient_id,channel,utm_medium,campaign,event_type,cost,event_at
tp_002209,anon_9f16ac1b8da8,,facebook,paid_social,mental_health,click,4.35,2024-11-15 09:29:16
tp_002210,anon_9f16ac1b8da8,pat_000731,facebook,paid_social,skin_health,signup,0.0,2024-11-22 09:49:44
tp_002211,anon_7c19c92cc14b,,facebook,paid_social,mental_health,click,3.25,2024-11-19 15:36:08
tp_002212,anon_7c19c92cc14b,,instagram,paid_social,mental_health,click,5.47,2024-11-20 09:25:18
tp_002213,anon_7c19c92cc14b,pat_000732,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-22 09:57:59
tp_002214,anon_62bfdf41ebba,,referral,referral,skin_health,visit,0.0,2024-11-09 10:33:48
tp_002215,anon_62bfdf41ebba,,organic,organic,mental_health,visit,0.0,2024-11-14 15:49:42
tp_002216,anon_62bfdf41ebba,,google,cpc,weight_mgmt,click,2.99,2024-11-19 09:55:28
tp_002217,anon_62bfdf41ebba,pat_000733,referral,referral,skin_health,signup,0.0,2024-11-22 16:04:44
tp_002218,anon_e38dccd5dfab,,facebook,paid_social,weight_mgmt,click,4.43,2024-11-08 16:14:51
tp_002219,anon_e38dccd5dfab,,referral,referral,mental_health,visit,0.0,2024-11-11 12:44:31
tp_002220,anon_e38dccd5dfab,,facebook,paid_social,brand,click,3.1,2024-11-19 13:22:10
tp_002221,anon_e38dccd5dfab,pat_000734,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-22 17:51:27
tp_002222,anon_04b651db13c3,,organic,organic,brand,visit,0.0,2024-11-14 09:37:13
tp_002223,anon_04b651db13c3,,google,cpc,mental_health,click,6.9,2024-11-15 09:07:30
tp_002224,anon_04b651db13c3,pat_000735,organic,organic,retargeting,signup,0.0,2024-11-22 14:25:10
tp_002225,anon_21a1ee8adc01,,google,cpc,weight_mgmt,click,3.37,2024-11-18 19:16:50
tp_002226,anon_21a1ee8adc01,pat_000736,google,cpc,skin_health,signup,0.0,2024-11-22 16:51:03
tp_002227,anon_9ff6fe6634e0,,organic,organic,skin_health,visit,0.0,2024-11-12 17:19:30
tp_002228,anon_9ff6fe6634e0,,facebook,paid_social,skin_health,click,3.91,2024-11-14 19:58:11
tp_002229,anon_9ff6fe6634e0,,instagram,paid_social,weight_mgmt,click,3.27,2024-11-20 19:46:51
tp_002230,anon_9ff6fe6634e0,pat_000737,organic,organic,mental_health,signup,0.0,2024-11-22 12:07:29
tp_002231,anon_d6d9aa92720f,,referral,referral,mental_health,visit,0.0,2024-11-08 14:03:32
tp_002232,anon_d6d9aa92720f,,facebook,paid_social,weight_mgmt,click,3.62,2024-11-18 14:43:22
tp_002233,anon_d6d9aa92720f,pat_000738,referral,referral,brand,signup,0.0,2024-11-22 15:44:12
tp_002234,anon_49ab966af81b,,instagram,paid_social,skin_health,click,4.56,2024-11-12 17:28:32
tp_002235,anon_49ab966af81b,pat_000739,instagram,paid_social,mental_health,signup,0.0,2024-11-22 13:55:16
tp_002236,anon_d5e4c9d98fa2,,facebook,paid_social,retargeting,click,3.91,2024-11-18 12:47:36
tp_002237,anon_d5e4c9d98fa2,,google,cpc,brand,click,4.3,2024-11-20 13:38:37
tp_002238,anon_d5e4c9d98fa2,pat_000740,facebook,paid_social,brand,signup,0.0,2024-11-22 18:33:17
tp_002239,anon_cfdb0f42757a,,google,cpc,mental_health,click,3.41,2024-11-17 16:49:37
tp_002240,anon_cfdb0f42757a,pat_000741,google,cpc,skin_health,signup,0.0,2024-11-22 08:21:33
tp_002241,anon_9ef0dcfc46e6,,email,email,skin_health,click,0.23,2024-11-14 19:03:43
tp_002242,anon_9ef0dcfc46e6,pat_000742,email,email,skin_health,signup,0.0,2024-11-22 13:50:02
tp_002243,anon_3cd17b274017,,facebook,paid_social,weight_mgmt,click,2.64,2024-11-08 15:25:47
tp_002244,anon_3cd17b274017,,google,cpc,brand,click,3.92,2024-11-17 09:08:18
tp_002245,anon_3cd17b274017,,facebook,paid_social,retargeting,click,2.26,2024-11-21 10:45:31
tp_002246,anon_3cd17b274017,pat_000743,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-22 08:57:30
tp_002247,anon_f3ac63370f5f,,email,email,mental_health,click,0.21,2024-11-09 16:06:53
tp_002248,anon_f3ac63370f5f,pat_000744,email,email,weight_mgmt,signup,0.0,2024-11-22 19:13:49
tp_002249,anon_92ef4ed750a4,,facebook,paid_social,mental_health,click,2.74,2024-11-12 17:54:23
tp_002250,anon_92ef4ed750a4,,facebook,paid_social,weight_mgmt,click,4.27,2024-11-14 12:13:17
tp_002251,anon_92ef4ed750a4,pat_000745,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-22 11:50:10
tp_002252,anon_714b235791d4,,organic,organic,weight_mgmt,visit,0.0,2024-11-12 18:13:15
tp_002253,anon_714b235791d4,pat_000746,organic,organic,weight_mgmt,signup,0.0,2024-11-22 08:57:57
tp_002254,anon_956347f493c1,,instagram,paid_social,mental_health,click,4.92,2024-11-08 08:44:48
tp_002255,anon_956347f493c1,,google,cpc,retargeting,click,3.79,2024-11-09 13:17:28
tp_002256,anon_956347f493c1,,referral,referral,brand,visit,0.0,2024-11-17 16:48:41
tp_002257,anon_956347f493c1,pat_000747,instagram,paid_social,weight_mgmt,signup,0.0,2024-11-22 11:42:42
tp_002258,anon_3b9946fa8804,,email,email,skin_health,click,0.21,2024-11-18 09:04:32
tp_002259,anon_3b9946fa8804,,google,cpc,weight_mgmt,click,3.7,2024-11-22 15:04:51
tp_002260,anon_3b9946fa8804,pat_000748,email,email,weight_mgmt,signup,0.0,2024-11-23 14:10:49
tp_002261,anon_87e31b1121ce,,google,cpc,skin_health,click,7.17,2024-11-09 12:18:37
tp_002262,anon_87e31b1121ce,,instagram,paid_social,skin_health,click,5.5,2024-11-18 09:39:28
tp_002263,anon_87e31b1121ce,pat_000749,google,cpc,retargeting,signup,0.0,2024-11-23 12:54:20
tp_002264,anon_0fd3a64f1cdc,,google,cpc,skin_health,click,3.57,2024-11-14 16:38:22
tp_002265,anon_0fd3a64f1cdc,pat_000750,google,cpc,weight_mgmt,signup,0.0,2024-11-23 14:00:40
tp_002266,anon_ea9a2e89945a,,facebook,paid_social,weight_mgmt,click,3.12,2024-11-20 14:36:24
tp_002267,anon_ea9a2e89945a,,google,cpc,skin_health,click,5.73,2024-11-21 18:08:23
tp_002268,anon_ea9a2e89945a,,email,email,weight_mgmt,click,0.26,2024-11-22 10:54:50
tp_002269,anon_ea9a2e89945a,pat_000751,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-23 18:28:52
tp_002270,anon_7434fc97be23,,organic,organic,skin_health,visit,0.0,2024-11-16 13:24:17
tp_002271,anon_7434fc97be23,,facebook,paid_social,retargeting,click,4.66,2024-11-19 08:58:29
tp_002272,anon_7434fc97be23,pat_000752,organic,organic,weight_mgmt,signup,0.0,2024-11-23 15:00:23
tp_002273,anon_57261af7b55a,,facebook,paid_social,skin_health,click,4.4,2024-11-18 10:17:16
tp_002274,anon_57261af7b55a,pat_000753,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-23 15:27:06
tp_002275,anon_a9b15b76e0d5,,referral,referral,weight_mgmt,visit,0.0,2024-11-10 11:06:26
tp_002276,anon_a9b15b76e0d5,,email,email,mental_health,click,0.24,2024-11-17 15:46:09
tp_002277,anon_a9b15b76e0d5,pat_000754,referral,referral,mental_health,signup,0.0,2024-11-23 10:40:54
tp_002278,anon_e134264d1cc3,,instagram,paid_social,mental_health,click,5.08,2024-11-11 17:18:46
tp_002279,anon_e134264d1cc3,pat_000755,instagram,paid_social,retargeting,signup,0.0,2024-11-23 16:50:38
tp_002280,anon_996bb9b8a1c1,,facebook,paid_social,weight_mgmt,click,2.41,2024-11-11 15:19:21
tp_002281,anon_996bb9b8a1c1,pat_000756,facebook,paid_social,brand,signup,0.0,2024-11-24 16:37:04
tp_002282,anon_2a31cdcf8843,,google,cpc,weight_mgmt,click,3.22,2024-11-12 16:53:29
tp_002283,anon_2a31cdcf8843,,google,cpc,retargeting,click,5.67,2024-11-18 09:55:29
tp_002284,anon_2a31cdcf8843,,email,email,mental_health,click,0.3,2024-11-19 17:17:10
tp_002285,anon_2a31cdcf8843,pat_000757,google,cpc,retargeting,signup,0.0,2024-11-24 16:54:46
tp_002286,anon_c704a19e5cab,,facebook,paid_social,skin_health,click,2.92,2024-11-20 17:55:47
tp_002287,anon_c704a19e5cab,pat_000758,facebook,paid_social,skin_health,signup,0.0,2024-11-24 13:53:02
tp_002288,anon_8189f08f1c2b,,google,cpc,brand,click,3.44,2024-11-16 12:20:20
tp_002289,anon_8189f08f1c2b,,instagram,paid_social,retargeting,click,5.03,2024-11-22 19:39:11
tp_002290,anon_8189f08f1c2b,pat_000759,google,cpc,weight_mgmt,signup,0.0,2024-11-24 12:47:56
tp_002291,anon_f7097edc9472,,facebook,paid_social,weight_mgmt,click,4.65,2024-11-10 08:46:33
tp_002292,anon_f7097edc9472,,organic,organic,skin_health,visit,0.0,2024-11-17 12:18:06
tp_002293,anon_f7097edc9472,pat_000760,facebook,paid_social,retargeting,signup,0.0,2024-11-24 12:14:36
tp_002294,anon_5a1d11825c0d,,facebook,paid_social,brand,click,4.05,2024-11-14 10:02:18
tp_002295,anon_5a1d11825c0d,pat_000761,facebook,paid_social,retargeting,signup,0.0,2024-11-24 11:23:10
tp_002296,anon_e11f2bc5ba0a,,facebook,paid_social,brand,click,4.56,2024-11-11 16:50:26
tp_002297,anon_e11f2bc5ba0a,,google,cpc,weight_mgmt,click,6.37,2024-11-15 08:57:52
tp_002298,anon_e11f2bc5ba0a,,google,cpc,brand,click,4.67,2024-11-21 15:10:58
tp_002299,anon_e11f2bc5ba0a,pat_000762,facebook,paid_social,mental_health,signup,0.0,2024-11-24 15:55:46
tp_002300,anon_5f700e11a3ca,,instagram,paid_social,retargeting,click,5.56,2024-11-13 14:21:55
tp_002301,anon_5f700e11a3ca,,organic,organic,skin_health,visit,0.0,2024-11-14 14:28:19
tp_002302,anon_5f700e11a3ca,,facebook,paid_social,retargeting,click,3.23,2024-11-16 09:48:05
tp_002303,anon_5f700e11a3ca,pat_000763,instagram,paid_social,mental_health,signup,0.0,2024-11-24 18:54:02
tp_002304,anon_f0112a36a9cb,,organic,organic,weight_mgmt,visit,0.0,2024-11-12 19:37:32
tp_002305,anon_f0112a36a9cb,,email,email,mental_health,click,0.14,2024-11-14 17:48:37
tp_002306,anon_f0112a36a9cb,pat_000764,organic,organic,weight_mgmt,signup,0.0,2024-11-24 10:25:09
tp_002307,anon_2a9e8d047793,,google,cpc,weight_mgmt,click,6.94,2024-11-19 14:01:29
tp_002308,anon_2a9e8d047793,,google,cpc,weight_mgmt,click,7.18,2024-11-21 13:46:05
tp_002309,anon_2a9e8d047793,,organic,organic,mental_health,visit,0.0,2024-11-23 12:57:43
tp_002310,anon_2a9e8d047793,pat_000765,google,cpc,weight_mgmt,signup,0.0,2024-11-24 08:42:57
tp_002311,anon_b641c1a2c946,,google,cpc,retargeting,click,4.58,2024-11-16 09:17:10
tp_002312,anon_b641c1a2c946,,referral,referral,retargeting,visit,0.0,2024-11-17 19:30:58
tp_002313,anon_b641c1a2c946,,instagram,paid_social,weight_mgmt,click,4.74,2024-11-18 18:45:04
tp_002314,anon_b641c1a2c946,pat_000766,google,cpc,skin_health,signup,0.0,2024-11-24 08:58:41
tp_002315,anon_bb65d2da885a,,google,cpc,weight_mgmt,click,4.21,2024-11-16 19:29:14
tp_002316,anon_bb65d2da885a,,facebook,paid_social,brand,click,4.78,2024-11-17 12:07:35
tp_002317,anon_bb65d2da885a,pat_000767,google,cpc,brand,signup,0.0,2024-11-24 14:16:13
tp_002318,anon_21e6d9a8c4b9,,organic,organic,retargeting,visit,0.0,2024-11-13 12:40:58
tp_002319,anon_21e6d9a8c4b9,,google,cpc,retargeting,click,5.03,2024-11-23 09:14:54
tp_002320,anon_21e6d9a8c4b9,pat_000768,organic,organic,skin_health,signup,0.0,2024-11-25 17:50:47
tp_002321,anon_ad370171506b,,referral,referral,mental_health,visit,0.0,2024-11-15 15:00:42
tp_002322,anon_ad370171506b,,google,cpc,mental_health,click,2.71,2024-11-17 08:23:55
tp_002323,anon_ad370171506b,,instagram,paid_social,skin_health,click,4.45,2024-11-24 12:45:51
tp_002324,anon_ad370171506b,pat_000769,referral,referral,mental_health,signup,0.0,2024-11-25 10:15:51
tp_002325,anon_93fe0c9c8ee8,,google,cpc,weight_mgmt,click,6.33,2024-11-14 16:19:08
tp_002326,anon_93fe0c9c8ee8,,google,cpc,weight_mgmt,click,6.22,2024-11-18 12:02:27
tp_002327,anon_93fe0c9c8ee8,pat_000770,google,cpc,skin_health,signup,0.0,2024-11-25 19:09:40
tp_002328,anon_4b698565c400,,google,cpc,weight_mgmt,click,4.3,2024-11-15 13:57:34
tp_002329,anon_4b698565c400,,organic,organic,weight_mgmt,visit,0.0,2024-11-24 19:57:30
tp_002330,anon_4b698565c400,pat_000771,google,cpc,mental_health,signup,0.0,2024-11-25 12:44:10
tp_002331,anon_336777e089f5,,facebook,paid_social,mental_health,click,2.09,2024-11-12 19:59:21
tp_002332,anon_336777e089f5,,facebook,paid_social,retargeting,click,3.56,2024-11-21 13:23:17
tp_002333,anon_336777e089f5,pat_000772,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-25 15:39:38
tp_002334,anon_5793fa3a6b72,,google,cpc,brand,click,5.85,2024-11-17 09:37:59
tp_002335,anon_5793fa3a6b72,pat_000773,google,cpc,mental_health,signup,0.0,2024-11-25 19:55:08
tp_002336,anon_7e5b0c72e08b,,facebook,paid_social,brand,click,4.72,2024-11-18 10:50:49
tp_002337,anon_7e5b0c72e08b,,email,email,mental_health,click,0.3,2024-11-19 11:09:19
tp_002338,anon_7e5b0c72e08b,pat_000774,facebook,paid_social,skin_health,signup,0.0,2024-11-25 08:44:28
tp_002339,anon_c073026cb5af,,instagram,paid_social,retargeting,click,2.76,2024-11-11 19:45:54
tp_002340,anon_c073026cb5af,,instagram,paid_social,retargeting,click,3.15,2024-11-17 18:14:10
tp_002341,anon_c073026cb5af,pat_000775,instagram,paid_social,retargeting,signup,0.0,2024-11-25 11:02:39
tp_002342,anon_4fe9578cd98d,,facebook,paid_social,brand,click,2.29,2024-11-18 17:20:25
tp_002343,anon_4fe9578cd98d,,instagram,paid_social,retargeting,click,4.45,2024-11-19 15:55:50
tp_002344,anon_4fe9578cd98d,pat_000776,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-25 17:45:31
tp_002345,anon_ff1dc143ef39,,instagram,paid_social,weight_mgmt,click,2.89,2024-11-22 17:23:25
tp_002346,anon_ff1dc143ef39,pat_000777,instagram,paid_social,skin_health,signup,0.0,2024-11-25 14:29:19
tp_002347,anon_16b9f9991e39,,email,email,skin_health,click,0.18,2024-11-12 17:13:12
tp_002348,anon_16b9f9991e39,,instagram,paid_social,weight_mgmt,click,4.26,2024-11-14 17:28:21
tp_002349,anon_16b9f9991e39,pat_000778,email,email,weight_mgmt,signup,0.0,2024-11-25 18:13:46
tp_002350,anon_5780a8c1687b,,referral,referral,mental_health,visit,0.0,2024-11-13 09:09:58
tp_002351,anon_5780a8c1687b,,facebook,paid_social,skin_health,click,2.39,2024-11-21 13:12:57
tp_002352,anon_5780a8c1687b,pat_000779,referral,referral,skin_health,signup,0.0,2024-11-25 15:38:43
tp_002353,anon_533e02466c7d,,referral,referral,skin_health,visit,0.0,2024-11-17 15:33:31
tp_002354,anon_533e02466c7d,,organic,organic,brand,visit,0.0,2024-11-20 09:23:55
tp_002355,anon_533e02466c7d,,google,cpc,weight_mgmt,click,6.39,2024-11-23 10:57:18
tp_002356,anon_533e02466c7d,pat_000780,referral,referral,weight_mgmt,signup,0.0,2024-11-25 09:52:03
tp_002357,anon_6f61f85251d3,,google,cpc,retargeting,click,4.3,2024-11-22 12:43:17
tp_002358,anon_6f61f85251d3,pat_000781,google,cpc,brand,signup,0.0,2024-11-25 12:45:54
tp_002359,anon_eb2221d86166,,google,cpc,weight_mgmt,click,6.79,2024-11-20 09:56:13
tp_002360,anon_eb2221d86166,pat_000782,google,cpc,mental_health,signup,0.0,2024-11-25 19:45:36
tp_002361,anon_96e019db68b0,,organic,organic,brand,visit,0.0,2024-11-12 19:37:48
tp_002362,anon_96e019db68b0,pat_000783,organic,organic,mental_health,signup,0.0,2024-11-25 19:01:22
tp_002363,anon_77bd70e69844,,facebook,paid_social,mental_health,click,3.04,2024-11-19 08:44:22
tp_002364,anon_77bd70e69844,pat_000784,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-25 11:29:59
tp_002365,anon_9828a6a8b0b3,,google,cpc,brand,click,6.59,2024-11-12 18:48:39
tp_002366,anon_9828a6a8b0b3,pat_000785,google,cpc,mental_health,signup,0.0,2024-11-26 13:23:13
tp_002367,anon_5b9805fb28fe,,organic,organic,retargeting,visit,0.0,2024-11-13 18:25:45
tp_002368,anon_5b9805fb28fe,pat_000786,organic,organic,retargeting,signup,0.0,2024-11-26 09:22:59
tp_002369,anon_607f89e5da6e,,facebook,paid_social,skin_health,click,1.86,2024-11-18 18:27:15
tp_002370,anon_607f89e5da6e,,facebook,paid_social,brand,click,4.06,2024-11-19 11:55:15
tp_002371,anon_607f89e5da6e,pat_000787,facebook,paid_social,mental_health,signup,0.0,2024-11-26 15:21:14
tp_002372,anon_a14e59703edf,,instagram,paid_social,mental_health,click,3.69,2024-11-23 18:44:48
tp_002373,anon_a14e59703edf,pat_000788,instagram,paid_social,mental_health,signup,0.0,2024-11-26 14:48:05
tp_002374,anon_cf54c274d5c4,,email,email,weight_mgmt,click,0.22,2024-11-20 15:53:49
tp_002375,anon_cf54c274d5c4,pat_000789,email,email,weight_mgmt,signup,0.0,2024-11-26 11:24:40
tp_002376,anon_0a40b9374e1e,,email,email,mental_health,click,0.16,2024-11-16 08:31:56
tp_002377,anon_0a40b9374e1e,pat_000790,email,email,brand,signup,0.0,2024-11-26 12:07:45
tp_002378,anon_2edc729dddcf,,organic,organic,weight_mgmt,visit,0.0,2024-11-15 13:04:59
tp_002379,anon_2edc729dddcf,pat_000791,organic,organic,retargeting,signup,0.0,2024-11-26 19:03:55
tp_002380,anon_41e6ab821a2f,,facebook,paid_social,weight_mgmt,click,2.63,2024-11-12 13:20:37
tp_002381,anon_41e6ab821a2f,,instagram,paid_social,weight_mgmt,click,3.56,2024-11-17 18:13:21
tp_002382,anon_41e6ab821a2f,pat_000792,facebook,paid_social,retargeting,signup,0.0,2024-11-26 17:15:11
tp_002383,anon_c233a9ad3319,,instagram,paid_social,skin_health,click,4.02,2024-11-13 15:10:52
tp_002384,anon_c233a9ad3319,,organic,organic,mental_health,visit,0.0,2024-11-20 18:35:26
tp_002385,anon_c233a9ad3319,pat_000793,instagram,paid_social,weight_mgmt,signup,0.0,2024-11-26 13:02:35
tp_002386,anon_db8fa16f6b67,,facebook,paid_social,weight_mgmt,click,3.8,2024-11-19 16:55:47
tp_002387,anon_db8fa16f6b67,pat_000794,facebook,paid_social,weight_mgmt,signup,0.0,2024-11-26 13:56:20
tp_002388,anon_1a7bf685ed4e,,facebook,paid_social,skin_health,click,4.62,2024-11-12 11:34:59
tp_002389,anon_1a7bf685ed4e,,instagram,paid_social,brand,click,5.44,2024-11-15 08:19:54
tp_002390,anon_1a7bf685ed4e,,google,cpc,retargeting,click,5.12,2024-11-18 11:15:34
tp_002391,anon_1a7bf685ed4e,pat_000795,facebook,paid_social,skin_health,signup,0.0,2024-11-26 16:51:20
tp_002392,anon_10cdf002aabd,,email,email,weight_mgmt,click,0.31,2024-11-13 14:01:00
tp_002393,anon_10cdf002aabd,,email,email,brand,click,0.25,2024-11-14 13:54:20
tp_002394,anon_10cdf002aabd,,facebook,paid_social,mental_health,click,3.01,2024-11-21 10:37:33
tp_002395,anon_10cdf002aabd,pat_000796,email,email,brand,signup,0.0,2024-11-26 15:22:38
tp_002396,anon_d484e41b0f88,,google,cpc,mental_health,click,6.71,2024-11-24 12:14:58
tp_002397,anon_d484e41b0f88,pat_000797,google,cpc,retargeting,signup,0.0,2024-11-26 10:16:55
tp_002398,anon_7833cef8ddcb,,google,cpc,mental_health,click,4.67,2024-11-13 15:27:40
tp_002399,anon_7833cef8ddcb,,organic,organic,brand,visit,0.0,2024-11-20 14:22:13
tp_002400,anon_7833cef8ddcb,pat_000798,google,cpc,retargeting,signup,0.0,2024-11-26 12:18:47
tp_002401,anon_5907c8ecd133,,email,email,mental_health,click,0.32,2024-11-21 14:48:34
tp_002402,anon_5907c8ecd133,,facebook,paid_social,retargeting,click,2.88,2024-11-24 16:51:11
tp_002403,anon_5907c8ecd133,pat_000799,email,email,retargeting,signup,0.0,2024-11-26 16:14:04
tp_002404,anon_7e1fc5f4eb4e,,instagram,paid_social,retargeting,click,2.28,2024-11-12 10:36:19
tp_002405,anon_7e1fc5f4eb4e,,google,cpc,mental_health,click,5.4,2024-11-22 08:56:14
tp_002406,anon_7e1fc5f4eb4e,,google,cpc,retargeting,click,3.84,2024-11-24 13:44:06
tp_002407,anon_7e1fc5f4eb4e,pat_000800,instagram,paid_social,mental_health,signup,0.0,2024-11-26 14:33:07
tp_002408,anon_089ca276ab94,,referral,referral,brand,visit,0.0,2024-11-23 19:33:07
tp_002409,anon_089ca276ab94,pat_000801,referral,referral,weight_mgmt,signup,0.0,2024-11-26 15:34:15
tp_002410,anon_7de1b9a01912,,instagram,paid_social,skin_health,click,2.82,2024-11-16 18:30:55
tp_002411,anon_7de1b9a01912,,referral,referral,skin_health,visit,0.0,2024-11-19 17:17:34
tp_002412,anon_7de1b9a01912,pat_000802,instagram,paid_social,mental_health,signup,0.0,2024-11-26 14:05:48
tp_002413,anon_2d8900b5684e,,instagram,paid_social,mental_health,click,4.07,2024-11-16 19:11:10
tp_002414,anon_2d8900b5684e,,email,email,retargeting,click,0.13,2024-11-19 15:16:04
tp_002415,anon_2d8900b5684e,pat_000803,instagram,paid_social,brand,signup,0.0,2024-11-26 18:26:35
tp_002416,anon_d19315226299,,instagram,paid_social,retargeting,click,5.33,2024-11-14 18:44:42
tp_002417,anon_d19315226299,,instagram,paid_social,weight_mgmt,click,5.55,2024-11-20 12:52:37
tp_002418,anon_d19315226299,pat_000804,instagram,paid_social,mental_health,signup,0.0,2024-11-26 15:04:43
tp_002419,anon_6d879e233b00,,facebook,paid_social,mental_health,click,4.18,2024-11-19 08:00:34
tp_002420,anon_6d879e233b00,,google,cpc,skin_health,click,6.92,2024-11-20 11:24:28
tp_002421,anon_6d879e233b00,,google,cpc,weight_mgmt,click,5.67,2024-11-26 16:09:59
tp_002422,anon_6d879e233b00,pat_000805,facebook,paid_social,skin_health,signup,0.0,2024-11-27 10:16:26
tp_002423,anon_36025e6aca4d,,google,cpc,retargeting,click,6.62,2024-11-21 12:19:36
tp_002424,anon_36025e6aca4d,pat_000806,google,cpc,brand,signup,0.0,2024-11-27 13:52:29
tp_002425,anon_69d5737db343,,organic,organic,retargeting,visit,0.0,2024-11-16 11:19:17
tp_002426,anon_69d5737db343,,google,cpc,brand,click,5.31,2024-11-18 10:21:18
tp_002427,anon_69d5737db343,,facebook,paid_social,brand,click,1.81,2024-11-19 18:48:07
tp_002428,anon_69d5737db343,pat_000807,organic,organic,mental_health,signup,0.0,2024-11-27 10:37:30
tp_002429,anon_212fc2e1b913,,organic,organic,retargeting,visit,0.0,2024-11-17 13:44:13
tp_002430,anon_212fc2e1b913,pat_000808,organic,organic,brand,signup,0.0,2024-11-27 08:24:50
tp_002431,anon_154bd5e3f88c,,instagram,paid_social,retargeting,click,5.25,2024-11-14 12:30:28
tp_002432,anon_154bd5e3f88c,,facebook,paid_social,retargeting,click,3.87,2024-11-17 12:33:46
tp_002433,anon_154bd5e3f88c,pat_000809,instagram,paid_social,weight_mgmt,signup,0.0,2024-11-27 11:04:24
tp_002434,anon_d479fc3534ea,,facebook,paid_social,retargeting,click,2.11,2024-11-13 09:55:33
tp_002435,anon_d479fc3534ea,,email,email,brand,click,0.3,2024-11-23 17:52:06
tp_002436,anon_d479fc3534ea,,facebook,paid_social,mental_health,click,2.94,2024-11-26 17:12:57
tp_002437,anon_d479fc3534ea,pat_000810,facebook,paid_social,retargeting,signup,0.0,2024-11-27 18:13:53
tp_002438,anon_64bfd5a444e7,,instagram,paid_social,retargeting,click,3.56,2024-11-24 14:58:32
tp_002439,anon_64bfd5a444e7,pat_000811,instagram,paid_social,brand,signup,0.0,2024-11-27 08:23:31
tp_002440,anon_a686975bdb9c,,referral,referral,brand,visit,0.0,2024-11-21 13:22:58
tp_002441,anon_a686975bdb9c,,organic,organic,retargeting,visit,0.0,2024-11-25 12:30:59
tp_002442,anon_a686975bdb9c,pat_000812,referral,referral,skin_health,signup,0.0,2024-11-27 10:17:26
tp_002443,anon_6c894df88789,,google,cpc,weight_mgmt,click,5.84,2024-11-15 18:16:26
tp_002444,anon_6c894df88789,,referral,referral,skin_health,visit,0.0,2024-11-18 15:45:43
tp_002445,anon_6c894df88789,pat_000813,google,cpc,skin_health,signup,0.0,2024-11-27 09:21:16
tp_002446,anon_42ad14806971,,google,cpc,retargeting,click,4.06,2024-11-14 19:55:27
tp_002447,anon_42ad14806971,,facebook,paid_social,brand,click,3.2,2024-11-19 09:36:26
tp_002448,anon_42ad14806971,,instagram,paid_social,brand,click,4.7,2024-11-21 08:51:25
tp_002449,anon_42ad14806971,pat_000814,google,cpc,weight_mgmt,signup,0.0,2024-11-27 14:40:19
tp_002450,anon_8a6e676cc2c5,,email,email,brand,click,0.19,2024-11-21 17:42:15
tp_002451,anon_8a6e676cc2c5,,referral,referral,retargeting,visit,0.0,2024-11-26 15:53:55
tp_002452,anon_8a6e676cc2c5,pat_000815,email,email,skin_health,signup,0.0,2024-11-27 12:30:26
tp_002453,anon_2f7170805bfb,,organic,organic,brand,visit,0.0,2024-11-13 17:30:05
tp_002454,anon_2f7170805bfb,pat_000816,organic,organic,retargeting,signup,0.0,2024-11-27 19:17:56
tp_002455,anon_1040b9678a13,,facebook,paid_social,skin_health,click,2.42,2024-11-16 15:10:15
tp_002456,anon_1040b9678a13,,instagram,paid_social,skin_health,click,3.17,2024-11-17 10:11:03
tp_002457,anon_1040b9678a13,pat_000817,facebook,paid_social,mental_health,signup,0.0,2024-11-27 12:03:36
tp_002458,anon_596acadf2b4e,,organic,organic,brand,visit,0.0,2024-11-18 12:30:54
tp_002459,anon_596acadf2b4e,,instagram,paid_social,weight_mgmt,click,3.06,2024-11-25 12:56:25
tp_002460,anon_596acadf2b4e,,google,cpc,skin_health,click,4.26,2024-11-26 12:50:00
tp_002461,anon_596acadf2b4e,pat_000818,organic,organic,retargeting,signup,0.0,2024-11-27 13:43:13
tp_002462,anon_7491078ddcdb,,organic,organic,brand,visit,0.0,2024-11-13 18:53:18
tp_002463,anon_7491078ddcdb,,google,cpc,mental_health,click,6.63,2024-11-16 15:17:40
tp_002464,anon_7491078ddcdb,,instagram,paid_social,brand,click,5.22,2024-11-21 11:53:12
tp_002465,anon_7491078ddcdb,pat_000819,organic,organic,mental_health,signup,0.0,2024-11-27 14:41:03
tp_002466,anon_be6f7c825f9c,,google,cpc,brand,click,2.85,2024-11-18 08:06:16
tp_002467,anon_be6f7c825f9c,,facebook,paid_social,mental_health,click,3.0,2024-11-26 17:50:50
tp_002468,anon_be6f7c825f9c,pat_000820,google,cpc,brand,signup,0.0,2024-11-27 18:58:30
tp_002469,anon_3b7467fce227,,facebook,paid_social,weight_mgmt,click,3.92,2024-11-14 16:08:11
tp_002470,anon_3b7467fce227,,facebook,paid_social,mental_health,click,3.49,2024-11-20 18:27:39
tp_002471,anon_3b7467fce227,pat_000821,facebook,paid_social,retargeting,signup,0.0,2024-11-27 08:29:34
